Disease ID,Disease Name,Associated Gene IDs
C0007138,"Carcinoma, Transitional Cell","1026, 10460, 10735, 1387, 1440, 1612, 2033, 2100, 2261, 259, 26986, 2876, 317, 3265, 3274, 3440, 3486, 4297, 5328, 5743, 58508, 595, 7124, 7157, 7403, 7421, 8289, 84181, 8836, 9611, 9700"
C0026691,Mucocutaneous Lymph Node Syndrome,"100529262, 101927078, 2212, 253017, 254827, 3781, 640, 79682, 79934, 80271, 8190, 90390, 958"
C0040336,Tobacco Use Disorder,"1136, 1138, 1139, 116068, 1548, 1813, 196, 3936, 57480, 57521, 627"
C0033687,Proteinuria,"1184, 1508, 1514, 1536, 1773, 1803, 183, 185, 213, 241, 26762, 2990, 3106, 3117, 3123, 3458, 348, 3557, 387, 3952, 4010, 4358, 4690, 4868, 5058, 5062, 5443, 5465, 5743, 5972, 6337, 6647, 6696, 7040, 7422, 7827, 8440, 94025"
C0011881,Diabetic Nephropathy,"10580, 10628, 1282, 160851, 1636, 183, 2066, 213, 23328, 2621, 27283, 284757, 3630, 3791, 3816, 3899, 406937, 4192, 4780, 4846, 5054, 55748, 558, 5581, 59272, 5970, 6347, 6648, 7040, 7045, 7048, 7126, 7416, 7417, 7422, 84735, 8639, 9370, 9844"
C0007959,Charcot-Marie-Tooth Disease,"16, 1639, 1778, 1785, 23064, 23095, 26353, 2705, 3236, 3300, 3315, 3508, 3908, 4000, 4141, 4359, 4747, 5376, 5428, 54332, 59341, 6305, 65055, 79628, 81857, 90678, 91137, 9639, 9896, 9927"
C0029172,Oral Submucous Fibrosis,"100507436, 1277, 1278, 1471, 1493, 2247, 3458, 4015, 4312, 4313, 4318, 5743, 7040, 7076, 7124"
C0001430,Adenoma,"1499, 1545, 23512, 23600, 240, 2697, 2705, 324, 3479, 3762, 3845, 4552, 4583, 476, 4763, 489, 492, 54822, 5617, 5757, 596, 598, 6414, 6573, 6948, 7157, 7253, 7296, 7428, 776, 9049, 9429"
C0027947,Neutropenia,"1437, 1440, 1806, 1991, 2213, 3440, 3553, 4524, 5243, 54658, 7172, 84522, 8797"
C1843367,Poor school performance,"116115, 1859, 1911, 27245, 283635, 54617, 57102, 57511, 5813, 8208, 92154, 93649, 9871"
C0032273,Pneumoconiosis,"148022, 176, 3565, 4194, 5016, 545, 5803, 64072, 64699, 64711, 759, 761, 8290, 9466"
C0007222,Cardiovascular Diseases,"10050, 102724766, 10452, 1071, 11141, 1401, 1471, 149773, 153, 1557, 1636, 183, 1906, 1952, 213, 23621, 257160, 2646, 2688, 2876, 3077, 3240, 338, 3383, 341, 345, 348, 3949, 4018, 4023, 4353, 4524, 4846, 4852, 4879, 50805, 5444, 5445, 56955, 5743, 590, 6272, 6347, 6401, 6558, 6876, 7139, 7412, 7450, 8638, 875, 9159"
C1561955,Fibrinogen Adverse Event,"114548, 1373, 146722, 221037, 2243, 2244, 3083, 326624, 3554, 3570, 441108, 5339, 54543, 54798, 553103, 57609, 64231, 6583, 724031, 80205, 84888, 9855"
C0011860,"Diabetes Mellitus, Non-Insulin-Dependent","100048912, 100129940, 100188782, 100507098, 100507118, 100526783, 10125, 101927736, 101928423, 10198, 10239, 102725019, 10296, 1036, 10363, 10644, 10891, 10984, 111, 11124, 11132, 114876, 116985, 1374, 145741, 1535, 1544, 1607, 162515, 169026, 169792, 1889, 1906, 1909, 1910, 1956, 201232, 204010, 208, 221895, 23411, 2557, 26086, 26276, 2641, 2642, 2645, 2646, 2784, 2820, 284217, 286, 2869, 2876, 2888, 2944, 3039, 3087, 3098, 3159, 3162, 3172, 3240, 3263, 3375, 3383, 3397, 355, 3569, 3630, 3643, 3651, 3667, 3767, 3784, 388125, 3952, 3953, 3990, 4143, 4544, 467, 4760, 4790, 4825, 4843, 4846, 4853, 488, 489, 4968, 5066, 5078, 5080, 50982, 5126, 5167, 5184, 5460, 54622, 5465, 5468, 54901, 5506, 55133, 55600, 55656, 5579, 5629, 56729, 56999, 57178, 5770, 5789, 5937, 596, 5970, 598, 6000, 6049, 60685, 619554, 6277, 635, 63826, 63892, 6445, 6462, 646736, 6480, 6513, 6514, 6517, 6616, 6647, 6648, 6833, 6927, 6928, 6934, 7040, 7076, 7124, 7132, 7133, 718, 723961, 728723, 7325, 7351, 7422, 7466, 79068, 80003, 80790, 8091, 836, 83795, 841, 847, 8638, 8660, 875, 894, 89822, 9055, 92002, 92737, 9370, 94241, 9479, 9559, 9861"
C0040034,Thrombocytopenia,"1437, 1440, 2056, 2120, 213, 2212, 2623, 2812, 2815, 3105, 3440, 3562, 3674, 3690, 3704, 374569, 4524, 5175, 5196, 54205, 7498, 8797, 9948"
C0036920,Sezary Syndrome,"1027, 1029, 1107, 1233, 1387, 1788, 3561, 5335, 54790, 5592, 5594, 5728, 58508, 5925, 6195, 6597, 65980, 673, 6935, 7133, 7157, 8085, 8289, 84433, 8915, 9235"
C1112705,Nuclear non-senile cataract,"1409, 1414, 1415, 1417, 1421, 146862, 2700, 4284, 4810, 631, 7466, 79443"
C0011884,Diabetic Retinopathy,"101928236, 114803, 1401, 183, 185, 23411, 2572, 266722, 285600, 3383, 339529, 5444, 54715, 58504, 6647, 7057, 7422, 836, 84898"
C1384666,hearing impairment,"100507266, 10788, 114801, 130951, 1369, 147372, 1687, 1786, 2151, 219749, 221711, 2241, 22871, 23555, 253827, 285362, 285590, 30820, 339559, 348, 401548, 407053, 4908, 5172, 55315, 5592, 57493, 5784, 598, 6103, 63892, 64374, 64478, 6647, 6772, 7099, 730091, 7388, 91, 9197, 93979, 9414, 9630"
C0033975,Psychotic Disorders,"10452, 10814, 10815, 114088, 1816, 274, 2902, 2908, 3351, 3356, 4914, 54504, 551, 57419, 5816, 627, 6616, 7447, 81578, 8991"
C0003469,Anxiety Disorders,"10743, 1138, 1141, 1268, 135, 1392, 1394, 1395, 1401, 1786, 1813, 2353, 2555, 2739, 2782, 2918, 3363, 3440, 351, 390275, 4192, 4204, 4282, 4852, 4886, 5020, 5066, 50944, 5265, 594857, 6531, 6532, 7124, 7349, 8320, 9607, 9848"
C1261502,Finding of Mean Corpuscular Hemoglobin,"100287932, 10171, 10260, 164656, 1890, 220972, 2639, 3039, 3077, 55692, 7037, 7068, 8131, 83986, 896"
C0022665,Kidney Neoplasm,"1027, 10397, 1543, 1978, 2952, 3558, 3604, 5243, 540, 54880, 558, 5594, 5595, 5743, 5894, 595, 6528, 6596, 6648, 673, 6790, 7249, 7428, 83593, 8743, 883, 9235"
C0026603,Motion Sickness,"101929582, 101929620, 10659, 11281, 131034, 145820, 221935, 22871, 26053, 2820, 29951, 3213, 3232, 53353, 5607, 63976, 9705"
C0024305,"Lymphoma, Non-Hodgkin","11200, 1437, 1440, 1571, 2052, 2356, 25788, 3123, 3440, 4524, 5551, 596, 604, 635, 6470, 673, 7037, 7157, 7298, 843, 8438, 875"
C0024301,"Lymphoma, Follicular","100306940, 1387, 1879, 2146, 2531, 3123, 3440, 3492, 4026, 4524, 4548, 4615, 57476, 5820, 596, 604, 7128, 7298, 79415, 8085, 8170, 8915, 942"
C0040028,"Thrombocythemia, Essential","10019, 2247, 3440, 3717, 4352, 5154, 5155, 54790, 7040, 7066, 7157, 811"
C0003864,Arthritis,"10665, 1280, 1314, 221035, 221037, 3240, 51300, 7538, 79679, 969"
C0020649,Hypotension,"11188, 1268, 134, 135, 1392, 147, 1489, 150, 1636, 1812, 1813, 183, 1906, 1907, 1908, 213, 2246, 2641, 2890, 2904, 3269, 3351, 3352, 3458, 3552, 3553, 3558, 3569, 3630, 3827, 4057, 4128, 4129, 4878, 4879, 5020, 5173, 5327, 5328, 5368, 5443, 551, 5617, 5972, 624, 6340, 6550, 6647, 6863, 7124, 7349, 7432, 847"
C0035126,Reperfusion Injury,"1026, 1103, 11213, 148022, 1536, 183, 1839, 1906, 1946, 1948, 1950, 1958, 2113, 2247, 2252, 2277, 2353, 240, 2520, 2705, 2875, 2876, 2919, 2920, 3082, 3162, 3303, 3312, 3315, 3383, 3399, 3552, 3553, 3569, 3572, 3576, 3586, 3592, 3635, 3678, 3725, 3791, 4318, 4353, 4615, 4843, 4846, 51738, 5320, 5327, 5328, 5465, 5468, 5599, 5601, 5728, 5742, 5743, 596, 5970, 6347, 6348, 6401, 6548, 6590, 6647, 6648, 6774, 6783, 7015, 7057, 7070, 7097, 7099, 7124, 7431, 7498, 836, 83939, 841, 84335, 847, 8651, 89780, 948"
C0018843,Heat Stroke,"2353, 3552, 3553, 3569, 3586, 3725, 4790, 4791, 5966, 5970, 5971, 7124"
C0018923,Hemangiosarcoma,"1440, 1499, 2321, 2701, 285, 3265, 3725, 3791, 3845, 4609, 5335, 5787, 595, 7010, 7157, 7422, 7424, 80781"
C0013182,Drug Allergy,"10, 10631, 10800, 114548, 1244, 134, 135, 1559, 1636, 2205, 2206, 2207, 2944, 2950, 3002, 3106, 3123, 3176, 3303, 3305, 356, 3565, 3586, 3596, 4056, 4295, 57105, 5733, 5742, 6356, 6369, 6863, 6916, 7124, 8797"
C1840235,SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR,"2253, 2619, 2736, 28514, 4838, 50937, 5727, 6469, 6496, 6997, 7050, 7546, 84976, 8928"
C0025149,Medulloblastoma,"1021, 10389, 11186, 114826, 1499, 1755, 1786, 2064, 2100, 23030, 23081, 2313, 23476, 23532, 29, 3090, 324, 4352, 4609, 4610, 4613, 474, 5015, 5156, 51684, 5294, 5727, 6046, 6275, 6277, 6281, 6447, 6502, 675, 6774, 7409, 79813, 7994, 8019, 83746, 84456, 8643, 8660, 898, 92335"
C0008924,Cleft Lip,"10253, 10588, 2247, 2248, 2252, 2253, 2254, 2255, 2260, 2261, 2263, 23743, 24, 3664, 4524, 4548, 4609, 4846, 5727, 6573, 6948, 7055, 7298, 7341, 8626, 9935"
C0008925,Cleft Palate,"10253, 10588, 1147, 1280, 1739, 1950, 2247, 2248, 2252, 2253, 2254, 2255, 2260, 2261, 2263, 23314, 23743, 3664, 374654, 4335, 4487, 4548, 4609, 4846, 5156, 54796, 5727, 5916, 6259, 6493, 6573, 7040, 7042, 7043, 7298, 7341, 8322, 8573, 8626, 865"
C0151786,Muscle Weakness,"10069, 10215, 10311, 10317, 10600, 10694, 11096, 116159, 116448, 1437, 1440, 150082, 150084, 1826, 1827, 1859, 2078, 2114, 23515, 23562, 2551, 25825, 25966, 2618, 26285, 270, 2897, 29104, 2992, 29980, 30811, 3141, 3150, 3454, 3455, 3460, 351, 3588, 3753, 3763, 3772, 406947, 4513, 4599, 4600, 4685, 5121, 51227, 5376, 53820, 539, 54014, 54069, 54093, 54097, 54101, 54102, 54148, 54943, 56246, 56911, 571, 57466, 58494, 63977, 6450, 6453, 6493, 64968, 6526, 6647, 6651, 7074, 7113, 7267, 7273, 7485, 757, 8208, 861, 8624, 873, 874, 8867, 9073, 94104, 9499, 9510, 9551, 9875, 9946, 9980, 9992"
C0027643,"Neoplasm Recurrence, Local","100124700, 1364, 1956, 2064, 2099, 238, 2771, 3014, 3205, 354, 3620, 367, 3670, 3815, 4283, 4904, 50618, 5328, 5743, 574447, 7298, 7422, 7534, 80774, 9874"
C0004114,Astrocytoma,"10397, 10683, 2099, 2100, 2260, 23462, 23493, 26524, 3091, 367, 3845, 4314, 4318, 4763, 4851, 4853, 4915, 57670, 5781, 673, 7157, 8202, 90, 9113"
C1260899,"Anemia, Diamond-Blackfan","114086, 2623, 6125, 6135, 6138, 6154, 6165, 6201, 6204, 6218, 6223, 6229, 6231, 6234, 6235, 90121"
C1565489,Renal Insufficiency,"1591, 1636, 183, 1906, 2056, 3440, 3458, 348, 3630, 4311"
C0025286,Meningioma,"1471, 1476, 1514, 207, 210, 3280, 4771, 5155, 5241, 5728, 6608, 8028"
C0006625,Cachexia,"1004, 3569, 3576, 51738, 5743, 5744, 7124, 7132, 7538, 939"
C0035229,Respiratory Insufficiency,"10516, 3480, 4137, 4204, 5173, 5327, 57560, 7200, 779, 92667, 9963"
C0035228,Respiratory Hypersensitivity,"1232, 23516, 27173, 2919, 3269, 3309, 3565, 3569, 3600, 5054, 55630, 5777, 6355, 6356, 7099, 7124, 7378, 7782"
C2931822,Nasopharyngeal carcinoma,"100048912, 100312951, 1029, 1475, 2064, 2065, 2067, 208, 2122, 23345, 257641, 3680, 3845, 4313, 5290, 55504, 5728, 595, 6648, 7157, 8289, 8314"
C0020429,Hyperalgesia,"10887, 11280, 1268, 1269, 133, 1445, 1814, 183, 1906, 22953, 239, 240, 2668, 2904, 3231, 3356, 3479, 3552, 3553, 3557, 3569, 3576, 3586, 3643, 3673, 3827, 4157, 4314, 4359, 4803, 4842, 4843, 4908, 4982, 4988, 5024, 51083, 5173, 5368, 551, 5581, 5582, 5594, 5595, 5598, 5731, 5742, 5743, 5744, 57468, 5894, 59341, 60675, 623, 624, 6336, 6347, 6678, 6854, 6863, 6869, 7124, 7432, 7442, 781, 796, 815, 887, 8912, 8989, 9607"
C0339527,Leber Congenital Amaurosis,"1406, 145226, 167691, 23418, 23746, 25794, 3000, 343035, 3614, 3769, 392255, 5189, 55812, 57096, 6121, 64802, 7287, 7399, 80184, 9227, 9657, 9742"
C1720824,Sudden Cardiac Arrest,"102724814, 1143, 123099, 143, 151126, 162333, 2099, 221079, 284252, 2890, 29994, 466, 51196, 84441, 85461, 8906, 98"
C3714756,Intellectual Disability,"10129, 10256, 10522, 10743, 10752, 10973, 11132, 11160, 112476, 11253, 113246, 116115, 116442, 120534, 131669, 1317, 132, 139411, 142, 147372, 151, 1778, 1788, 1933, 2194, 2263, 2290, 22941, 23096, 23135, 23152, 2332, 23389, 23431, 2348, 2593, 26040, 26128, 27185, 2778, 283989, 284058, 284217, 284403, 2904, 3073, 324, 3340, 3631, 3737, 374654, 3954, 4163, 4204, 4208, 429, 4669, 4763, 4909, 49855, 5080, 51574, 5190, 5373, 54499, 54806, 54856, 55148, 55180, 55212, 55250, 55596, 55621, 55684, 55703, 5582, 55825, 56270, 56623, 57231, 5728, 57282, 5900, 5927, 6000, 627, 6309, 6334, 64220, 64324, 65084, 6513, 6834, 6873, 7054, 7432, 7443, 7528, 767, 79042, 7915, 796, 79644, 79944, 80185, 8050, 80746, 80781, 81704, 8242, 8290, 835, 8366, 84274, 84320, 84668, 84735, 84879, 85358, 8575, 8831, 890, 8913, 9179, 9378, 953, 9759, 9901, 9923"
C0018213,Graves Disease,"100312954, 100507679, 10665, 10678, 114836, 114904, 115352, 117189, 1493, 23, 26191, 2638, 28, 3137, 3710, 50976, 64135, 646702, 7038, 7253, 80862, 84159, 8635"
C0235032,Neurotoxicity Syndromes,"120, 147, 1577, 1728, 2353, 241, 2475, 2570, 27040, 4780, 5023, 5243, 5327, 5444, 5580, 590, 598, 6039, 6430, 6489, 7051, 7078, 836, 83716, 885, 915"
C3495498,"Cardiomyopathy, Familial Hypertrophic, 1 (disorder)","291, 4607, 4624, 4625, 4634, 70, 7134, 7139, 85366, 859"
C0004238,Atrial Fibrillation,"10021, 1482, 1636, 1674, 1906, 2100, 23224, 3360, 3741, 3759, 3782, 4524, 463, 4846, 4879, 5396, 6331, 6336, 6401, 6660, 7450, 7478, 84909, 857, 858, 9992"
C0019189,"Hepatitis, Chronic","10063, 1356, 150684, 27232, 2876, 3082, 3440, 3855, 3880, 4087, 4233, 4288, 4489, 475, 538, 59, 6647, 6774, 7040, 836, 847, 9973"
C0004943,Behcet Syndrome,"100528032, 101928376, 102724748, 1230, 149233, 170679, 29842, 3106, 335, 337867, 338, 3383, 3576, 3586, 3592, 3595, 3683, 3689, 4210, 5054, 51752, 64127, 6775, 7099, 720, 8302, 847"
C0011854,"Diabetes Mellitus, Insulin-Dependent","100128081, 10019, 100506742, 10584, 10666, 10745, 1129, 114904, 1356, 139716, 1401, 146754, 1493, 1512, 160365, 1649, 169792, 2065, 22979, 23274, 23316, 246778, 25865, 26191, 26291, 29121, 29949, 3117, 3119, 3122, 3123, 3240, 3291, 3458, 3479, 3481, 3559, 3586, 3630, 3710, 3767, 387103, 4008, 4842, 4846, 4938, 50604, 5078, 50943, 51214, 5236, 53347, 55315, 55384, 55423, 55876, 5588, 5771, 60468, 60495, 6364, 64135, 64375, 6556, 677, 6774, 6833, 6927, 7124, 723961, 7297, 80018, 84162, 847, 8935, 9131, 969"
C0011853,"Diabetes Mellitus, Experimental","10891, 1129, 1374, 1375, 148, 1535, 1536, 1543, 155, 1636, 1728, 183, 1906, 2101, 2180, 2309, 23411, 26291, 2645, 2820, 2876, 2936, 3098, 3162, 3290, 3375, 3383, 3397, 3458, 3479, 355, 3553, 3569, 3643, 3651, 3667, 3767, 3953, 412, 4217, 4240, 4313, 4318, 4353, 4513, 4535, 467, 4760, 4825, 4843, 4846, 488, 489, 5054, 5080, 51, 5105, 5126, 5166, 5213, 5313, 53637, 5465, 5468, 5578, 5580, 5581, 5743, 57678, 581, 596, 5970, 5972, 598, 623, 6277, 6364, 6376, 641371, 6514, 6517, 653361, 6548, 6550, 6616, 6647, 6648, 6720, 7040, 7076, 7077, 7124, 7132, 7157, 7351, 7422, 7533, 836, 847, 857, 859, 8639, 8698, 9131, 9294, 968"
C0242422,Parkinsonian Disorders,"120892, 142, 1639, 1644, 1813, 216, 2668, 2936, 4137, 478, 4803, 5071, 5173, 5428, 55532, 5580, 5617, 65018, 6571, 6622, 7054, 8575, 8854"
C0027540,Necrosis,"10533, 1317, 1489, 1508, 1571, 1756, 183, 196, 2170, 22827, 2597, 2628, 26762, 2950, 29952, 3146, 3458, 351, 355, 3553, 3557, 3569, 3605, 384, 3875, 3958, 4023, 406967, 4255, 4524, 4613, 468, 4780, 4843, 5443, 5621, 5950, 596, 613, 6647, 6648, 6649, 6678, 6915, 7124, 7139, 831, 847, 9131, 9474, 959, 998"
C0085207,Gestational Diabetes,"10644, 1588, 2247, 23410, 2645, 367, 3952, 3953, 4153, 54901, 6648, 9370"
C0086445,Idiopathic Membranous Glomerulonephritis,"100532746, 102465500, 102466745, 10554, 10665, 10919, 135656, 1460, 170679, 1797, 22925, 29113, 3117, 5460, 56244, 6048, 6941, 7916, 7918, 80864, 8859"
C0020517,Hypersensitivity,"10417, 10803, 1230, 1235, 150684, 1543, 1828, 213, 23, 2833, 29126, 2919, 3106, 3117, 3119, 3123, 3126, 3127, 3240, 3458, 3553, 3554, 3560, 3565, 3568, 3569, 3572, 3596, 3603, 3605, 3606, 3689, 3827, 4283, 4524, 4638, 50856, 5196, 5473, 5608, 6347, 6348, 6351, 6354, 6355, 6356, 6361, 6363, 6364, 6369, 6374, 6376, 6403, 6696, 6863, 7040, 7124, 7132, 7133, 729230, 7850, 834, 959"
C0027092,Myopia,"100129620, 100359401, 10265, 10579, 1280, 1297, 1665, 2313, 2893, 3908, 393093, 399959, 4285, 443, 4990, 5371, 56479, 57369, 57706, 5789, 5799, 5923, 5959, 64084, 646960, 650, 654, 6641, 6711, 6733, 7434, 84690, 89795, 9745, 9839"
C0020452,Hyperemia,"100, 116, 153, 183, 3553, 3827, 3990, 4843, 5743, 624, 6863, 847, 9370"
C0040427,Tooth Abnormalities,"2263, 4038, 4487, 5080, 5308, 54499, 56172, 6926, 860, 91252"
C0020456,Hyperglycemia,"10549, 1281, 1728, 177, 2200, 2641, 2645, 2876, 3159, 3290, 3630, 3643, 3953, 4780, 4846, 5579, 5743, 6492, 6667, 8660"
C0028326,Noonan Syndrome,"144568, 1969, 23522, 3265, 3845, 4893, 5604, 5605, 5781, 5894, 5922, 6016, 6654, 6655, 673, 8036, 8216"
C0020459,Hyperinsulinism,"1281, 1831, 2200, 2641, 2746, 2876, 3162, 3172, 3630, 3643, 3667, 3952, 3953, 4160, 4846, 79661"
C0013604,Edema,"1280, 2936, 335, 3569, 3576, 3589, 3630, 3827, 5020, 5443, 5608, 5743, 6548, 6549, 6550, 6778, 6863, 7124, 7432, 796, 81693, 836, 841, 842, 847"
C0019829,Hodgkin Disease,"10797, 1440, 200942, 2625, 2950, 3440, 3596, 399717, 4792, 54658, 5770, 5820, 5966, 64084, 6929, 8320, 8837, 943"
C0005944,Metabolic Bone Disorder,"120227, 1593, 1717, 2099, 2638, 29123, 3479, 3778, 4036, 4313, 80169"
C0005941,"Bone Diseases, Developmental","11127, 1146, 1147, 1749, 1836, 25836, 27125, 2720, 285590, 286, 3237, 3481, 407975, 4880, 5125, 54499, 57560, 6197, 6569, 658, 7042, 7227, 7547, 865, 9270"
C0042514,"Tachycardia, Ventricular","10021, 2056, 3759, 4000, 4846, 4879, 6262, 6331, 7139, 845"
C0013421,Dystonia,"1137, 1565, 1861, 25792, 2643, 2774, 478, 55145, 55532, 60, 6342, 7054, 84947, 8575"
C1168401,Squamous cell carcinoma of the head and neck,"1029, 10397, 10413, 1244, 1956, 282617, 3202, 3236, 3237, 3621, 3814, 407007, 4363, 5243, 540, 54556, 5728, 5743, 6648, 6845, 7157, 841, 8795, 8900, 9429"
C0034065,Pulmonary Embolism,"10461, 153090, 2056, 2243, 4524, 5327, 5328, 6915, 7056, 7498, 847"
C0034069,Pulmonary Fibrosis,"1051, 1215, 1232, 1437, 1440, 1490, 1906, 1950, 2006, 2246, 2247, 2252, 26585, 2920, 3082, 3162, 3479, 3553, 3565, 3567, 3569, 3576, 3593, 3596, 4092, 4204, 4313, 4318, 4780, 5154, 5155, 5265, 57105, 5806, 6347, 6348, 6351, 6352, 6356, 6498, 655, 6696, 7039, 7040, 7076, 7124, 729230, 796"
C0037769,West Syndrome,"1392, 150094, 170302, 23236, 2904, 3295, 51733, 5277, 5443, 6326, 6487, 6709, 6792, 7248, 7249"
C2937358,Cerebral Hemorrhage,"100527963, 11243, 1270, 1636, 2155, 2321, 3162, 3163, 3674, 3685, 3690, 3791, 4313, 4314, 4318, 462, 4879, 5327, 5328, 5443, 581, 596, 598, 6285, 6696, 7422, 836, 841"
C0035828,Romano-Ward Syndrome,"10142, 287, 3753, 3757, 3762, 3784, 6330, 6331, 6640, 801, 805, 859, 9722, 9992"
C0026640,Mouth Neoplasms,"10397, 10399, 125, 126, 131, 1410, 1545, 1834, 2023, 2243, 23410, 2597, 2810, 28998, 301, 302, 308, 3202, 3236, 3237, 3265, 3312, 3315, 3383, 3606, 3845, 3854, 3963, 4489, 5223, 5290, 540, 5478, 56952, 5743, 6317, 6648, 7157, 7167, 7248, 7249, 7372, 7417"
C0023890,Liver Cirrhosis,"100313838, 1131, 120227, 1268, 1269, 1277, 1281, 148, 1490, 1499, 150684, 1593, 1717, 183, 203286, 213, 2147, 2149, 2152, 2153, 2247, 2252, 2263, 2321, 2638, 3082, 3291, 3439, 3569, 3727, 3856, 3875, 405, 406997, 407026, 407030, 407032, 4088, 4313, 442895, 442913, 4780, 4864, 4878, 5244, 5265, 5328, 540, 54822, 55532, 574506, 59, 5972, 6347, 6678, 6696, 6772, 7040, 7057, 7133, 7422, 871, 91147, 929"
C0028754,Obesity,"100129620, 1002, 100286844, 100506457, 100526835, 10082, 100874326, 10135, 101927414, 101927712, 101929328, 10207, 102723742, 1066, 10667, 10743, 10752, 10806, 10840, 1136, 114294, 1149, 115, 116328, 1232, 1238, 125, 126567, 1268, 1282, 129787, 130013, 132789, 133522, 134359, 1350, 1361, 1363, 137868, 1401, 142, 1431, 145264, 146513, 1489, 151742, 1520, 1528, 153, 154, 155, 1571, 158038, 161145, 161357, 1630, 1728, 1780, 1806, 181, 1826, 1892, 1947, 196475, 2033, 2065, 207, 2099, 2110, 2119, 2147, 2166, 2180, 2194, 221002, 2262, 22941, 22997, 23057, 2309, 23164, 23194, 23216, 23274, 23331, 23410, 23411, 23788, 2512, 2532, 253260, 253559, 257194, 25861, 25970, 26002, 26009, 26011, 26037, 26053, 26291, 2641, 2643, 266722, 2673, 2688, 2696, 27125, 2752, 2778, 2780, 2784, 28, 284900, 285282, 2876, 2878, 3033, 3044, 3099, 3148, 3162, 32, 3213, 3215, 3290, 3356, 3358, 3382, 3383, 338811, 34, 342346, 3428, 348, 3481, 3485, 353126, 3569, 3630, 364, 3667, 3708, 3710, 375612, 3778, 3818, 388815, 392636, 3929, 3949, 3952, 3953, 400954, 400955, 4023, 404266, 404683, 406960, 406991, 407040, 412, 4145, 4159, 4160, 4199, 4318, 4329, 4519, 4544, 4594, 4660, 4673, 4685, 47, 4808, 4814, 4855, 4864, 4886, 4889, 4915, 497258, 5054, 50650, 5079, 50859, 5101, 5105, 51057, 51181, 5122, 5126, 5167, 51738, 51741, 5209, 5346, 5367, 54, 54205, 5443, 54454, 54511, 5465, 5467, 5468, 55129, 55315, 55663, 55690, 55722, 5577, 5583, 5607, 5619, 56603, 56623, 56694, 56924, 5697, 57118, 5743, 57521, 590, 6251, 627, 63027, 6303, 6337, 63940, 641808, 64478, 645355, 64756, 6492, 650, 65065, 6521, 6546, 6580, 6647, 6648, 6710, 6720, 6905, 7018, 7021, 7037, 7124, 7133, 7291, 732275, 7350, 7351, 7352, 7364, 7385, 7436, 7442, 761, 781, 783, 79042, 79047, 79068, 79661, 79874, 79949, 80125, 80216, 815, 8165, 834, 8431, 84318, 84795, 8522, 85378, 8564, 8644, 8801, 8803, 8856, 8882, 89766, 89853, 9037, 9194, 92196, 9369, 9370, 9607, 9672, 9687, 9824, 9866, 9970"
C0023892,Biliary cirrhosis,"1003, 10412, 10537, 123264, 1244, 163486, 200931, 23274, 3091, 3385, 3484, 3575, 3592, 3593, 3627, 3855, 4015, 4017, 4283, 4790, 5244, 6352, 643, 6522, 6689, 6775, 7132, 7297, 79258, 915, 941, 9429, 954"
C1961102,Precursor Cell Lymphoblastic Leukemia Lymphoma,"10, 100310785, 100310786, 1021, 1029, 10320, 1053, 1544, 1545, 1558, 1728, 2052, 2120, 22806, 22807, 22978, 25, 2625, 286530, 3055, 3131, 3233, 3417, 405, 4297, 4524, 4552, 5079, 5243, 5305, 55824, 5925, 613, 63978, 64109, 6573, 6929, 7157, 7441, 7468, 7515, 841, 84159, 861"
C0878544,Cardiomyopathies,"10060, 111, 116, 135, 142, 1431, 1432, 154, 1559, 156, 1756, 1824, 1829, 183, 1832, 1906, 2010, 2056, 207, 23171, 27063, 282996, 3082, 3329, 3336, 355, 3552, 3553, 356, 3565, 3569, 359, 3688, 3920, 3939, 4000, 4023, 4217, 4512, 4607, 4625, 467, 4720, 4729, 4879, 4973, 51422, 5164, 5443, 5467, 54968, 5502, 551, 554, 5563, 5581, 5594, 5595, 5600, 57158, 57381, 5743, 57724, 624, 6262, 6331, 6443, 6444, 6648, 6774, 7066, 7097, 7124, 7137, 7139, 7168, 7414, 7533, 7840, 79188, 8048, 84665, 84676, 847, 85366, 873, 88, 91624, 9499, 9997"
C1832200,Peroxisome biogenesis disorders,"5189, 5190, 5192, 5193, 5194, 5195, 55670, 5824, 5828, 8504, 9409"
C0265965,Dyskeratosis Congenita,"1736, 26277, 5073, 51750, 54433, 55135, 55505, 55651, 7012, 7015, 79650, 80169"
C0041948,Uremia,"2056, 2321, 3383, 3791, 4256, 4846, 4982, 5741, 6446, 650, 6678, 6696, 7040, 7046, 7412, 7421, 860"
C0011581,Depressive disorder,"121278, 1269, 1392, 1440, 1816, 213, 2182, 2247, 2260, 23705, 2495, 2512, 2739, 2782, 2908, 2931, 2932, 3363, 3440, 3569, 3776, 4282, 4524, 4842, 4852, 4886, 51738, 5443, 5444, 5649, 5743, 627, 6281, 6403, 6532, 6616, 6647"
C0040053,Thrombosis,"10461, 1401, 1557, 1577, 183, 2056, 2147, 2152, 2153, 2158, 2159, 2212, 2243, 2322, 2526, 2621, 2811, 2982, 3082, 3162, 462, 5028, 5054, 5139, 5196, 5327, 5328, 5420, 5624, 5627, 5733, 5743, 624, 6403, 644165, 64805, 7056, 7124, 7301, 7450, 914"
